RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year,AggressionScore,RKOOddsDec,RSubOddsDec,BKOOddsDec,BSubOddsDec,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,RedOddsDec,BlueOddsDec,Pred,Pblue,BettingEdgeIndex
Brandon Moreno,Amir Albazi,-180,150,55.5556,150,2024-11-02,"Edmonton, Alberta, Canada",Canada,Red,FALSE,Flyweight,MALE,5,0,5,0,2.72,0.34,0.5,1.39,0.32,5,0,13,0,0,1,1,1,2,0,5,Orthodox,165.1,172.72,125,2,0,2,3.99,0.43,0.4,1.59,0.46,3,5,53,6,0,1,2,3,3,0,9,Orthodox,170.18,177.8,125,30,31,-2,5,2,-4,-5,-40,-6,-2,-1,-5.08,-5.08,1,-1.27,0.1,-0.2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Red,U-DEC,NA,5,05:00:00,1500,130,215,800,1100,400,1600,2024,0.03557118927263618,5,9,17,12,0.3111111111111111,0.14215686274509803,0.3333333333333333,0.5925925925925926,0,1,1.5555555555555556,2.5,0.6428571428571428,0.4,0.24285714285714277
Erin Blanchfield,Rose Namajunas,-155,130,64.5161,130,2024-11-02,"Edmonton, Alberta, Canada",Canada,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,3.71,0.42,0.4,1.46,0.5,3,5,52,7,0,2,4,2,3,0,11,Orthodox,165.1,165.1,125,1,0,0,5.24,0.44,0.8,1.86,0.31,6,1,19,0,0,0,3,0,3,0,6,Orthodox,162.56,167.64,125,25,32,-1,2,-3,5,4,33,7,2,0,2.54,-2.54,7,-1.53,-0.4,-0.4,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Red,U-DEC,NA,5,05:00:00,1500,140,180,450,1600,1600,650,2024,0.05468131721594076,17,5.5,7.5,17,0.24064171122994654,0.19215686274509802,0.7804878048780488,0.28888888888888886,0,1,1.6451612903225805,2.3,0.607843137254902,0.4347826086956522,0.1730605285592498
Ariane da Silva,Jasmine Jasudavicius,190,-250,190,40,2024-11-02,"Edmonton, Alberta, Canada",Canada,Blue,FALSE,Women's Flyweight,FEMALE,3,0,2,0,3.7,0.44,0.6,2.5,0.43,2,2,24,0,0,0,5,0,1,0,6,Orthodox,170.18,172.72,125,1,0,0,4.04,0.41,0.3,0.52,0.55,3,6,29,0,0,1,3,0,2,0,6,Orthodox,167.64,170.18,125,30,35,-1,2,-1,0,-4,-5,0,0,-1,2.54,2.54,5,-0.34,0.3,1.98,NA,14,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,D'Arce Choke,3,02:28:00,748,300,-110,2000,450,800,750,2024,0.9878715650157257,9,21,8.5,5.5,0.15873015873015872,0.2994652406417112,0.2857142857142857,0.625,0.12533333333333335,0.8311111111111111,2.9,1.4,0.3448275862068966,0.7142857142857143,0.3694581280788177
Alexandr Romanov,Rodrigo Nascimento,NA,NA,NA,NA,2024-11-02,"Edmonton, Alberta, Canada",Canada,Red,FALSE,Heavyweight,MALE,3,1,0,0,3.71,0.47,0.5,1.02,0.37,3,2,18,0,0,2,1,0,2,0,5,Orthodox,187.96,203.2,246,1,0,0,3.78,0.51,0.9,4.49,0.55,5,3,17,0,0,1,1,1,3,0,6,Southpaw,187.96,190.5,262,33,31,0,0,-2,-1,-1,1,0,-1,-1,0,12.7,-2,-0.07,-0.4,-3.47,NA,15,13,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0
Ilia Topuria,Max Holloway,-305,245,32.7869,245,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Featherweight,MALE,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,Orthodox,180.34,175.26,145,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,Orthodox,170.18,175.26,145,27,32,0,-4,6,15,7,82,8,7,1,10.16,0,5,2.47,-0.8,-1.77,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,11,Red,KO/TKO,Punch,3,01:34:00,694,225,450,500,2800,165,550,2024,0.004070137715896128,2.65,6,6.5,29,0.5440251572327044,0.18832891246684352,0.24812030075187969,0.16417910447761194,0.13433333333333333,0.7711111111111111,1.3278688524590163,3.45,0.7530864197530864,0.2898550724637681,0.4632313472893183
Robert Whittaker,Khamzat Chimaev,200,-245,200,40.8163,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,Orthodox,187.96,190.5,185,0,2,0,4.54,0.43,0,0.8,0.38,9,5,64,4,0,1,10,6,0,0,17,Orthodox,182.88,185.42,185,33,30,0,5,-2,-10,-5,-52,-4,-4,3,5.08,5.08,-3,0.82,2.8,3.51,NA,13,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,03:34:00,214,600,550,2500,240,380,175,2024,0.9884562475160777,4.8,26,2.75,3.4,0.2467948717948718,0.6577540106951871,0.13194444444444445,0.42168674698795183,0.42866666666666664,0.7133333333333334,3,1.4081632653061225,0.3333333333333333,0.7101449275362319,0.3768115942028986
Magomed Ankalaev,Aleksandar Rakic,-340,270,29.4118,270,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,4.16,0.5,0.1,0.66,0.23,4,3,22,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,0,10,1,3.64,0.52,0,0.92,0.31,9,1,33,1,0,0,4,6,0,0,10,Orthodox,190.5,190.5,205,32,32,2,-10,-5,-4,2,-11,-1,-4,0,2.54,7.62,0,0.52,0.1,-0.26,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,-115,NA,1600,NA,225,NA,2024,0.0022378485212763335,3.25,17,NA,NA,0.36651583710407243,NA,0.1232876712328767,NA,0.1,1,1.2941176470588236,3.7,0.7727272727272727,0.27027027027027023,0.5024570024570025
Lerone Murphy,Dan Ige,-340,270,29.4118,270,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,1,0,0,3.66,0.45,0.2,0.99,0.26,6,7,49,0,0,2,3,4,2,0,11,Orthodox,170.18,180.34,145,0,6,1,4.8,0.54,0.6,1.78,0.54,6,0,20,0,0,1,3,2,0,0,6,Orthodox,175.26,185.42,145,33,33,1,-6,0,5,7,29,0,2,2,-5.08,-5.08,0,-1.14,-0.4,-0.79,NA,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,-175,400,2500,1800,500,800,2024,0.0022378485212763335,6,26,9,19,0.20512820512820512,0.16374269005847952,0.16666666666666666,0.3076923076923077,0.1,1,1.2941176470588236,3.7,0.7727272727272727,0.27027027027027023,0.5024570024570025
Geoff Neal,Rafael Dos Anjos,-245,200,40.8163,200,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Welterweight,MALE,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,Southpaw,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,Southpaw,180.34,190.5,170,34,40,0,0,-1,13,10,81,4,-1,4,-7.62,-12.7,6,-1.57,0.5,1.39,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,Red,KO/TKO,NA,1,01:30:00,90,100,450,2000,900,225,1800,2024,0.011543752483922289,3.25,21,19,10,0.3553113553113553,0.15263157894736842,0.10112359550561797,0.6666666666666666,0.47,0.3,1.4081632653061225,3,0.7101449275362319,0.3333333333333333,0.3768115942028986
Ismail Naurdiev,Bruno Silva,-148,124,67.5676,124,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,3,0,0,3.85,0.47,0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,Orthodox,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,185,28,35,2,0,2,2,3,7,0,4,0,5.08,0,7,0.44,-0.2,-0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,neither,U-DEC,NA,3,05:00:00,900,300,400,400,2200,225,330,2024,0.06180346626358857,3.25,5,4.3,23,0.5076923076923077,0.27603640040444893,0.36,0.13043478260869565,0.1,1,1.6756756756756757,2.24,0.5967741935483871,0.4464285714285714,0.15034562211981572
Anthony Hernandez,Michel Pereira,-162,136,61.7284,136,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,Orthodox,182.88,190.5,185,31,31,0,3,3,3,0,6,0,1,-1,2.54,-5.08,0,-0.44,-1.5,-5.37,NA,14,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,5,02:22:00,1342,750,1400,150,800,450,175,2024,0.04833762871990521,5.5,2.5,2.75,9,0.5818181818181818,0.47474747474747475,0.75,0.1794871794871795,0.017555555555555546,0.8946666666666667,1.617283950617284,2.3600000000000003,0.6183206106870228,0.42372881355932196,0.19459179712770086
Rob Font,Kyler Phillips,455,-625,455,16,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,Orthodox,172.72,180.34,135,37,29,-2,3,0,-3,-6,-25,0,-4,0,0,2.54,-8,-0.16,0.1,1.79,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,Red,U-DEC,NA,3,05:00:00,900,800,-125,2500,350,1100,350,2024,0.9999796009127201,12,26,4.5,4.5,0.12179487179487179,0.4444444444444444,0.3055555555555556,0.5,0.1,1,5.55,1.16,0.1801801801801802,0.8620689655172414,0.6818887853370612
Matheus Nicolau,Asu Almabayev,205,-250,205,40,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,3,0,2.11,0.56,1.7,5.08,0.5,3,0,8,0,0,0,2,0,1,0,3,Orthodox,162.56,165.1,125,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125,31,30,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,-1.2,0.9,3.86,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,Red,U-DEC,NA,3,05:00:00,900,300,NA,1200,NA,1100,NA,2024,0.9895432937680818,12,13,NA,NA,0.16025641025641024,NA,0.4782608695652174,NA,0.1,1,3.05,1.4,0.3278688524590164,0.7142857142857143,0.3864168618266979
Brandon Royval,Tatsuro Taira,NA,NA,NA,NA,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,5,0,6,0,2.99,0.6,1.6,2.73,0.44,6,0,13,0,0,0,2,2,2,0,6,Orthodox,170.18,177.8,125,0,1,0,4.46,0.39,1.2,0.75,0.75,3,3,22,1,0,2,0,1,3,0,6,Southpaw,175.26,172.72,125,32,24,0,5,3,0,-3,-9,-1,1,-1,-5.08,5.08,-8,-1.47,0.4,1.98,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Red,S-DEC,NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0
Alex Pereira,Khalil Rountree Jr.,-425,330,23.5294,330,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,TRUE,Light Heavyweight,MALE,5,0,5,0,3.73,0.38,0.1,0,0,5,5,29,1,0,1,1,7,0,0,9,Southpaw,185.42,193.04,205,0,4,0,5.46,0.63,0.3,0.14,1,4,1,21,5,0,1,1,6,0,0,8,Orthodox,193.04,200.66,205,37,34,0,1,1,1,4,8,-4,1,0,-7.62,-7.62,-3,-1.73,-0.2,-0.14,NA,8,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,4,04:32:00,1172,900,NA,1000,NA,-295,NA,2024,5.258334807966399e-4,1.3389830508474576,11,NA,NA,0.8377445339470656,NA,0,NA,0.04373333333333334,0.9766666666666667,1.2352941176470589,4.3,0.8095238095238095,0.23255813953488372,0.5769656699889258
Raquel Pennington,Julianna Pena,-155,130,64.5161,130,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,TRUE,Women's Bantamweight,FEMALE,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,0,0,3,2,2,0,7,Orthodox,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,0,3,7,0,3,0,13,Orthodox,170.18,170.18,135,36,35,1,-6,-2,-6,-2,-28,1,2,-1,-2.54,5.08,-1,-0.85,0.2,0.98,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,5,05:00:00,1500,100,275,500,600,2200,1100,2024,0.05468131721594076,23,6,12,7,0.21014492753623187,0.22619047619047616,0.8148148148148148,0.6470588235294118,0,1,1.6451612903225805,2.3,0.607843137254902,0.4347826086956522,0.1730605285592498
Jose Aldo,Mario Bautista,102,-122,102,81.9672,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,0,0,4,1,3,0,8,Switch,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,0,0,11,11,0,0,22,Orthodox,170.18,177.8,135,38,31,0,5,-9,-14,-5,-70,-15,-10,3,5.08,-2.54,-7,1.71,0.8,1.43,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,Blue,S-DEC,NA,3,05:00:00,900,180,130,2800,1800,600,450,2024,0.9037844582893072,7,29,5.5,19,0.17733990147783252,0.23444976076555024,0.17647058823529413,0.2,0.1,1,2.02,1.819672131147541,0.49504950495049505,0.5495495495495495,0.05450004459905444
Roman Dolidze,Kevin Holland,124,-148,124,67.5676,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,4.24,0.49,0.6,0.83,0.38,5,8,57,0,0,2,2,5,5,0,14,Orthodox,190.5,205.74,185,0,1,0,3.16,0.42,1.1,1.33,0.42,4,3,25,0,0,1,2,4,0,0,7,Orthodox,187.96,193.04,185,36,31,0,0,1,7,5,32,0,1,5,2.54,12.7,-5,1.08,-0.5,-0.5,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,Red,KO/TKO,NA,1,05:00:00,300,200,175,1400,700,800,350,2024,0.9381965337364114,9,15,4.5,8,0.17777777777777776,0.3472222222222222,0.36363636363636365,0.3333333333333333,0.4,1,2.24,1.6756756756756757,0.4464285714285714,0.5967741935483871,0.15034562211981572
Ketlen Vieira,Kayla Harrison,700,-1100,700,9.0909,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,4.87,0.64,0.7,2.75,0.3,1,0,2,0,0,0,0,0,1,0,1,Southpaw,172.72,167.64,135,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,0,3,4,0,1,0,8,Orthodox,172.72,172.72,135,33,34,0,0,-3,-7,-3,-32,0,0,0,0,-5.08,1,1.95,0.1,1.36,NA,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,11,Red,U-DEC,NA,3,05:00:00,900,1000,-110,2800,300,4000,240,2024,0.9999999847700205,41,29,3.4,4,0.05887300252312868,0.5441176470588236,0.5882352941176471,0.4444444444444444,0.1,1,8,1.0909090909090908,0.125,0.9166666666666667,0.7916666666666667
Stephen Thompson,Joaquin Buckley,185,-225,185,44.4444,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,4.13,0.36,0,1.96,0.46,4,4,31,0,0,1,2,6,0,0,9,Southpaw,177.8,193.04,170,1,0,1,4.11,0.46,0,0.25,0.41,7,7,60,2,0,0,6,6,0,0,12,Orthodox,182.88,190.5,170,41,30,-1,4,-3,-3,-3,-29,-2,0,0,-5.08,2.54,-11,0.02,0,1.71,NA,11,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,3,02:17:00,737,300,130,3500,1800,650,225,2024,0.9836975006285591,7.5,36,3.25,19,0.1611111111111111,0.3603238866396761,0.1566265060240964,0.1111111111111111,0.12716666666666665,0.8188888888888889,2.85,1.4444444444444444,0.3508771929824561,0.6923076923076923,0.34143049932523617
Marina Rodriguez,Iasmin Lucindo,154,-185,154,54.0541,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,3,0,3.52,0.45,0.2,2.4,0.57,3,1,11,0,0,0,2,0,1,0,3,Orthodox,160.02,167.64,115,1,0,2,4.64,0.46,0.2,0.28,0.5,4,4,42,0,0,1,4,3,0,0,8,Orthodox,167.64,165.1,115,37,22,-1,3,-1,-5,-3,-31,0,-3,1,-7.62,2.54,-15,-1.12,0,2.12,NA,14,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,215,110,2800,1000,800,450,2024,0.9673905446932344,9,29,5.5,11,0.14559386973180077,0.2727272727272727,0.2222222222222222,0.3103448275862069,0.1,1,2.54,1.5405405405405406,0.39370078740157477,0.6491228070175439,0.2554220196159691
Renato Moicano,Benoit Saint Denis,210,-258,210,38.7597,2024-09-28,"Paris, Ile-de-France, France",France,Red,FALSE,Lightweight,MALE,5,1,0,0,5.17,0.53,1.2,3.97,0.37,5,2,13,0,0,0,0,3,2,0,5,Southpaw,180.34,185.42,155,0,3,0,4.42,0.49,0.6,1.87,0.44,3,5,35,0,0,2,2,1,6,0,11,Orthodox,180.34,182.88,155,35,28,1,-3,2,-6,-3,-22,0,2,-4,0,2.54,-7,0.75,0.6,2.1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,NA,2,05:00:00,600,1200,800,350,350,1200,-110,2024,0.990806294632712,13,4.5,1.9090909090909092,4.5,0.29914529914529914,0.746031746031746,0.7741935483870968,0,0.19999999999999998,1,3.1,1.3875968992248062,0.3225806451612903,0.7206703910614525,0.39808974590016216
Nassourdine Imavov,Brendan Allen,-225,185,44.4444,185,2024-09-28,"Paris, Ile-de-France, France",France,Red,FALSE,Middleweight,MALE,3,0,7,0,3.79,0.53,1.3,1.67,0.39,7,2,33,0,0,1,3,1,8,0,13,Orthodox,187.96,190.5,185,0,2,0,4.51,0.55,1.2,0.88,0.36,3,2,29,0,1,0,2,3,0,0,6,Orthodox,190.5,190.5,185,29,28,0,5,4,7,0,4,0,-2,8,-2.54,0,-1,-0.72,0.1,0.79,NA,8,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,175,350,1000,550,185,2000,2024,0.016302499371440946,2.85,11,21,6.5,0.44178628389154706,0.20146520146520147,0.15611814345991562,0.7843137254901961,0.1,1,1.4444444444444444,2.85,0.6923076923076923,0.3508771929824561,0.34143049932523617
Ailin Perez,Daria Zhelezniakova,-245,200,40.8163,200,2024-09-28,"Paris, Ile-de-France, France",France,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,3.29,0.38,0,0.8,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,135,0,3,0,2.84,0.58,0.3,5.36,0.51,3,1,11,0,0,0,3,0,0,0,3,Switch,165.1,167.64,135,29,28,0,-2,-2,-2,-1,-8,0,0,0,10.16,5.08,-1,0.45,-0.3,-4.56,NA,NA,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Arm Triangle,1,03:52:00,232,-110,350,1100,2000,450,600,2024,0.011543752483922289,5.5,12,7,21,0.26515151515151514,0.19047619047619047,0.2903225806451613,0.23076923076923078,0.42266666666666663,0.7733333333333333,1.4081632653061225,3,0.7101449275362319,0.3333333333333333,0.3768115942028986
Sean O'Malley,Merab Dvalishvili,100,-120,100,83.3333,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Bantamweight,MALE,5,0,10,0,4.35,0.42,0.3,6.09,0.36,10,2,37,0,0,0,9,1,0,0,10,Orthodox,167.64,172.72,135,0,6,0,6.7,0.61,0.3,0.29,0.42,6,1,29,2,0,1,3,7,0,0,11,Switch,180.34,182.88,135,29,33,0,4,4,-1,1,8,-2,-6,0,-12.7,-10.16,4,-2.35,0,5.8,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,NA,130,NA,2000,NA,650,2024,0.9002495108803148,NA,NA,7.5,21,NA,0.18095238095238095,NA,0.24528301886792453,0,1,2,1.8333333333333335,0.5,0.5454545454545454,0.045454545454545414
Alexa Grasso,Valentina Shevchenko,-130,110,76.9231,110,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Women's Flyweight,FEMALE,5,1,0,1,3.16,0.52,0.3,2.74,0.64,9,3,60,11,0,2,4,4,2,0,12,Southpaw,165.1,167.64,125,0,5,1,4.19,0.41,0.7,0.44,0.4,5,3,37,2,0,1,5,0,2,0,8,Orthodox,165.1,167.64,125,31,36,1,-5,4,4,0,23,9,4,0,0,0,5,-1.03,-0.4,2.3,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Red,U-DEC,NA,5,05:00:00,1500,165,165,450,1100,900,1000,2024,0.08317269649392238,10,5.5,11,12,0.28181818181818186,0.17424242424242425,0.6666666666666666,0.47619047619047616,0,1,1.7692307692307692,2.1,0.5652173913043479,0.47619047619047616,0.08902691511387173
